year,month,state,rto,vehicle_category,fuel,value,unit,note
2018,September,Punjab,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,53,value in Absolute Number,
2018,September,Punjab,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,5,value in Absolute Number,
2018,September,Punjab,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),2,value in Absolute Number,
2018,September,Punjab,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),24,value in Absolute Number,
2018,September,Rajasthan,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,237,value in Absolute Number,
2018,September,Rajasthan,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,63,value in Absolute Number,
2018,September,Rajasthan,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,5,value in Absolute Number,
2018,September,Rajasthan,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),181,value in Absolute Number,
2018,September,Rajasthan,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),193,value in Absolute Number,
2018,September,Tamil Nadu,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,511,value in Absolute Number,
2018,September,Tamil Nadu,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),5,value in Absolute Number,
2018,September,Tamil Nadu,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,126,value in Absolute Number,
2018,September,Tamil Nadu,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2018,September,Tamil Nadu,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),189,value in Absolute Number,
2018,September,Tripura,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),8,value in Absolute Number,
2018,September,Uttar Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,September,Uttar Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,428,value in Absolute Number,
2018,September,Uttar Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,137,value in Absolute Number,
2018,September,Uttar Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,13,value in Absolute Number,
2018,September,Uttar Pradesh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),5356,value in Absolute Number,
2018,September,Uttar Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),389,value in Absolute Number,
2018,September,Uttarakhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,53,value in Absolute Number,
2018,September,Uttarakhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,18,value in Absolute Number,
2018,September,Uttarakhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,8,value in Absolute Number,
2018,September,Uttarakhand,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),474,value in Absolute Number,
2018,September,Uttarakhand,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),23,value in Absolute Number,
2018,September,West Bengal,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,96,value in Absolute Number,
2018,September,West Bengal,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,September,West Bengal,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,49,value in Absolute Number,
2018,September,West Bengal,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,2,value in Absolute Number,
2018,September,West Bengal,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),379,value in Absolute Number,
2018,August,Andhra Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),108,value in Absolute Number,
2018,August,Arunachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,2,value in Absolute Number,
2018,August,Arunachal Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,40,value in Absolute Number,
2018,August,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,2,value in Absolute Number,
2018,August,Assam,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,2,value in Absolute Number,
2018,August,Assam,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),728,value in Absolute Number,
2018,August,Assam,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),3,value in Absolute Number,
2018,August,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,93,value in Absolute Number,
2018,August,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,4,value in Absolute Number,
2018,August,Bihar,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2018,August,Bihar,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Bihar,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),749,value in Absolute Number,
2018,August,Bihar,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),52,value in Absolute Number,
2018,August,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,42,value in Absolute Number,
2018,August,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,3,value in Absolute Number,
2018,August,Chandigarh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),3,value in Absolute Number,
2018,August,Chandigarh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),6,value in Absolute Number,
2018,August,Chhattisgarh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),56,value in Absolute Number,
2018,August,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,2,value in Absolute Number,
2018,August,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),2,value in Absolute Number,
2018,August,Chhattisgarh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),3,value in Absolute Number,
2018,August,Chhattisgarh,All Vahan Running Office,OTHER THAN MENTIONED ABOVE,ELECTRIC(BOV),16,value in Absolute Number,
2018,August,Chhattisgarh,All Vahan Running Office,THREE WHEELER(NT),ELECTRIC(BOV),13,value in Absolute Number,
2018,August,Chhattisgarh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),37,value in Absolute Number,
2018,August,Chhattisgarh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),38,value in Absolute Number,
2018,August,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,8,value in Absolute Number,
2018,August,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2018,August,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,142,value in Absolute Number,
2018,August,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),8,value in Absolute Number,
2018,August,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,70,value in Absolute Number,
2018,August,Delhi,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),14,value in Absolute Number,
2018,August,Delhi,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),1841,value in Absolute Number,
2018,August,Delhi,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),26,value in Absolute Number,
2018,August,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,24,value in Absolute Number,
2018,August,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),3,value in Absolute Number,
2018,August,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,8,value in Absolute Number,
2018,August,Goa,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,4,value in Absolute Number,
2018,August,Gujarat,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),DIESEL/HYBRID,1,value in Absolute Number,
2018,August,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,536,value in Absolute Number,
2018,August,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,10,value in Absolute Number,
2018,August,Gujarat,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,9,value in Absolute Number,
2018,August,Gujarat,All Vahan Running Office,THREE WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Gujarat,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),16,value in Absolute Number,
2018,August,Gujarat,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),15,value in Absolute Number,
2018,August,Haryana,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),16,value in Absolute Number,
2018,August,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,284,value in Absolute Number,
2018,August,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),12,value in Absolute Number,
2018,August,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,21,value in Absolute Number,
2018,August,Haryana,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,15,value in Absolute Number,
2018,August,Haryana,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),333,value in Absolute Number,
2018,August,Haryana,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),118,value in Absolute Number,
2018,August,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,30,value in Absolute Number,
2018,August,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2018,August,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,33,value in Absolute Number,
2018,August,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2018,August,Jammu and Kashmir,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2018,August,Jammu and Kashmir,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),6,value in Absolute Number,
2018,August,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,69,value in Absolute Number,
2018,August,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,3,value in Absolute Number,
2018,August,Jharkhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,3,value in Absolute Number,
2018,August,Jharkhand,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),126,value in Absolute Number,
2018,August,Jharkhand,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),35,value in Absolute Number,
2018,August,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,145,value in Absolute Number,
2018,August,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),20,value in Absolute Number,
2018,August,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,2,value in Absolute Number,
2018,August,Karnataka,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,5,value in Absolute Number,
2018,August,Karnataka,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),29,value in Absolute Number,
2018,August,Karnataka,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),16,value in Absolute Number,
2018,August,Karnataka,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),99,value in Absolute Number,
2018,August,Karnataka,All Vahan Running Office,TWO WHEELER(T),ELECTRIC(BOV),75,value in Absolute Number,
2018,August,Kerala,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,121,value in Absolute Number,
2018,August,Kerala,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),3,value in Absolute Number,
2018,August,Kerala,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2018,August,Kerala,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,7,value in Absolute Number,
2018,August,Kerala,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),2,value in Absolute Number,
2018,August,Kerala,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),7,value in Absolute Number,
2018,August,Ladakh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2018,August,Madhya Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),7,value in Absolute Number,
2018,August,Madhya Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),64,value in Absolute Number,
2018,August,Maharashtra,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,883,value in Absolute Number,
2018,August,Maharashtra,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),6,value in Absolute Number,
2018,August,Maharashtra,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,47,value in Absolute Number,
2018,August,Maharashtra,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,80,value in Absolute Number,
2018,August,Maharashtra,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Maharashtra,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),94,value in Absolute Number,
2018,August,Maharashtra,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),278,value in Absolute Number,
2018,August,Manipur,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,6,value in Absolute Number,
2018,August,Manipur,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),3,value in Absolute Number,
2018,August,Meghalaya,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,3,value in Absolute Number,
2018,August,Meghalaya,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,3,value in Absolute Number,
2018,August,Nagaland,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,5,value in Absolute Number,
2018,August,Odisha,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),5,value in Absolute Number,
2018,August,Odisha,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,94,value in Absolute Number,
2018,August,Odisha,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Odisha,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,2,value in Absolute Number,
2018,August,Odisha,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,4,value in Absolute Number,
2018,August,Odisha,All Vahan Running Office,MEDIUM MOTOR VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2018,August,Odisha,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),19,value in Absolute Number,
2018,August,Odisha,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),72,value in Absolute Number,
2018,August,Puducherry,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,46,value in Absolute Number,
2018,August,Puducherry,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2018,August,Puducherry,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),7,value in Absolute Number,
2018,August,Punjab,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,186,value in Absolute Number,
2018,August,Punjab,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Punjab,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,25,value in Absolute Number,
2018,August,Punjab,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,8,value in Absolute Number,
2018,August,Punjab,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),3,value in Absolute Number,
2018,August,Punjab,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),27,value in Absolute Number,
2018,August,Rajasthan,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,286,value in Absolute Number,
2018,August,Rajasthan,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,28,value in Absolute Number,
2018,August,Rajasthan,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,7,value in Absolute Number,
2018,August,Rajasthan,All Vahan Running Office,OTHER THAN MENTIONED ABOVE,ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Rajasthan,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),317,value in Absolute Number,
2018,August,Rajasthan,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),127,value in Absolute Number,
2018,August,Sikkim,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,2,value in Absolute Number,
2018,August,Tamil Nadu,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,578,value in Absolute Number,
2018,August,Tamil Nadu,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),2,value in Absolute Number,
2018,August,Tamil Nadu,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,6,value in Absolute Number,
2018,August,Tamil Nadu,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,4,value in Absolute Number,
2018,August,Tamil Nadu,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Tamil Nadu,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Tamil Nadu,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),102,value in Absolute Number,
2018,August,Tripura,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2018,August,Tripura,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Uttar Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),3,value in Absolute Number,
2018,August,Uttar Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,490,value in Absolute Number,
2018,August,Uttar Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,August,Uttar Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,5,value in Absolute Number,
2018,August,Uttar Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,12,value in Absolute Number,
2018,August,Uttar Pradesh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),4537,value in Absolute Number,
2018,August,Uttar Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),297,value in Absolute Number,
2018,August,Uttarakhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,81,value in Absolute Number,
2018,August,Uttarakhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,2,value in Absolute Number,
2018,August,Uttarakhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,7,value in Absolute Number,
2018,August,Uttarakhand,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),501,value in Absolute Number,
2018,August,Uttarakhand,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),9,value in Absolute Number,
2018,August,West Bengal,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,124,value in Absolute Number,
2018,August,West Bengal,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,August,West Bengal,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2018,August,West Bengal,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,3,value in Absolute Number,
2018,August,West Bengal,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),511,value in Absolute Number,
2018,July,Andhra Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),17,value in Absolute Number,
2018,July,Andhra Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),122,value in Absolute Number,
2018,July,Arunachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,2,value in Absolute Number,
2018,July,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,24,value in Absolute Number,
2018,July,Assam,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),752,value in Absolute Number,
2018,July,Assam,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),4,value in Absolute Number,
2018,July,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,76,value in Absolute Number,
2018,July,Bihar,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,3,value in Absolute Number,
2018,July,Bihar,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),662,value in Absolute Number,
2018,July,Bihar,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),52,value in Absolute Number,
2018,July,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,26,value in Absolute Number,
2018,July,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),2,value in Absolute Number,
2018,July,Chandigarh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),5,value in Absolute Number,
2018,July,Chandigarh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),2,value in Absolute Number,
2018,July,Chhattisgarh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),84,value in Absolute Number,
2018,July,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,4,value in Absolute Number,
2018,July,Chhattisgarh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),11,value in Absolute Number,
2018,July,Chhattisgarh,All Vahan Running Office,OTHER THAN MENTIONED ABOVE,ELECTRIC(BOV),22,value in Absolute Number,
2018,July,Chhattisgarh,All Vahan Running Office,THREE WHEELER(NT),ELECTRIC(BOV),22,value in Absolute Number,
2018,July,Chhattisgarh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),57,value in Absolute Number,
2018,July,Chhattisgarh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),55,value in Absolute Number,
2018,July,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,8,value in Absolute Number,
2018,July,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2018,July,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,139,value in Absolute Number,
2018,July,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),2,value in Absolute Number,
2018,July,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,11,value in Absolute Number,
2018,July,Delhi,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),45,value in Absolute Number,
2018,July,Delhi,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),1550,value in Absolute Number,
2018,July,Delhi,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),23,value in Absolute Number,
2018,July,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,18,value in Absolute Number,
2018,July,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,July,Goa,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2018,July,Goa,All Vahan Running Office,OTHER THAN MENTIONED ABOVE,ELECTRIC(BOV),2,value in Absolute Number,
2018,July,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,645,value in Absolute Number,
2018,July,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,July,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,3,value in Absolute Number,
2018,July,Gujarat,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,9,value in Absolute Number,
2018,July,Gujarat,All Vahan Running Office,MEDIUM MOTOR VEHICLE,ELECTRIC(BOV),2,value in Absolute Number,
2018,July,Gujarat,All Vahan Running Office,OTHER THAN MENTIONED ABOVE,ELECTRIC(BOV),4,value in Absolute Number,
2018,July,Gujarat,All Vahan Running Office,THREE WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2018,July,Gujarat,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),10,value in Absolute Number,
2018,July,Gujarat,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),22,value in Absolute Number,
2018,July,Haryana,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),5,value in Absolute Number,
2018,July,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,338,value in Absolute Number,
2018,July,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2018,July,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,13,value in Absolute Number,
2018,July,Haryana,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,18,value in Absolute Number,
2018,July,Haryana,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),191,value in Absolute Number,
2018,July,Haryana,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),90,value in Absolute Number,
2018,July,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,31,value in Absolute Number,
2018,July,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,23,value in Absolute Number,
2018,July,Jammu and Kashmir,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),5,value in Absolute Number,
2018,July,Jharkhand,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
