year,month,state,rto,vehicle_category,fuel,value,unit,note
2025,June,Andaman and Nicobar Islands,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,24,value in Absolute Number,
2025,June,Andaman and Nicobar Islands,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,5,value in Absolute Number,
2025,June,Andaman and Nicobar Islands,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,12,value in Absolute Number,
2025,June,Andaman and Nicobar Islands,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Andaman and Nicobar Islands,All Vahan Running Office,TWO WHEELER(NT),PURE EV,4,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,HEAVY PASSENGER VEHICLE,PURE EV,9,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),3,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,9,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,12,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),52,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,346,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,358,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,171,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,19,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,1,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,3,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),182,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,THREE WHEELER(T),PURE EV,248,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),519,value in Absolute Number,
2025,June,Andhra Pradesh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,3162,value in Absolute Number,
2025,June,Arunachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2025,June,Arunachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Arunachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,130,value in Absolute Number,
2025,June,Arunachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,3,value in Absolute Number,
2025,June,Arunachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,13,value in Absolute Number,
2025,June,Arunachal Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2025,June,Arunachal Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),3,value in Absolute Number,
2025,June,Arunachal Pradesh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,1,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),10,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,2,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),11,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,473,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,25,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,36,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,6,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),4211,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,THREE WHEELER(T),PURE EV,2918,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),56,value in Absolute Number,
2025,June,Assam,All Vahan Running Office,TWO WHEELER(NT),PURE EV,266,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),4,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,3,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,4,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),38,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,401,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,38,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,47,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),4866,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,THREE WHEELER(T),PURE EV,2642,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),264,value in Absolute Number,
2025,June,Bihar,All Vahan Running Office,TWO WHEELER(NT),PURE EV,2287,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PETROL/HYBRID,1,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),STRONG HYBRID EV,1,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,8,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),7,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,110,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,105,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,177,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,1,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),131,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,THREE WHEELER(T),PURE EV,34,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),12,value in Absolute Number,
2025,June,Chandigarh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,94,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),4,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,7,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,7,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),45,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,515,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,94,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,58,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,8,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,3,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),704,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,THREE WHEELER(T),PURE EV,467,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),121,value in Absolute Number,
2025,June,Chhattisgarh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,2488,value in Absolute Number,
2025,June,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,11,value in Absolute Number,
2025,June,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,31,value in Absolute Number,
2025,June,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,8,value in Absolute Number,
2025,June,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,18,value in Absolute Number,
2025,June,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,3,value in Absolute Number,
2025,June,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),2,value in Absolute Number,
2025,June,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,TWO WHEELER(NT),PURE EV,7,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PETROL/HYBRID,2,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,HEAVY PASSENGER VEHICLE,PURE EV,126,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),43,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,25,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,4,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),108,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,901,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,1064,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,580,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,62,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),2277,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,THREE WHEELER(T),PURE EV,1947,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),238,value in Absolute Number,
2025,June,Delhi,All Vahan Running Office,TWO WHEELER(NT),PURE EV,2548,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,3,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),55,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,111,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,81,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,39,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,23,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,3,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),5,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,THREE WHEELER(T),PURE EV,2,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),245,value in Absolute Number,
2025,June,Goa,All Vahan Running Office,TWO WHEELER(NT),PURE EV,523,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PETROL/HYBRID,2,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PURE EV,1,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),14,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,9,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,76,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),197,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,741,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,665,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,555,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,9,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,2,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,1,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),284,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,THREE WHEELER(T),PURE EV,214,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),296,value in Absolute Number,
2025,June,Gujarat,All Vahan Running Office,TWO WHEELER(NT),PURE EV,5384,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,HEAVY GOODS VEHICLE,PURE EV,6,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,HEAVY PASSENGER VEHICLE,ELECTRIC(BOV),5,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),14,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,17,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,20,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),67,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1206,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,PLUG-IN HYBRID EV,4,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,421,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,750,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),19,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,48,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,60,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,52,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),1008,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,THREE WHEELER(T),PURE EV,503,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),95,value in Absolute Number,
2025,June,Haryana,All Vahan Running Office,TWO WHEELER(NT),PURE EV,1246,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),3,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,3,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,5,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),10,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,238,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,43,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,59,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),6,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,117,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,1,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,1,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),8,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,THREE WHEELER(T),PURE EV,5,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),7,value in Absolute Number,
2025,June,Himachal Pradesh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,97,value in Absolute Number,
2025,June,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,3,value in Absolute Number,
2025,June,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),12,value in Absolute Number,
2025,June,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,181,value in Absolute Number,
2025,June,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,13,value in Absolute Number,
2025,June,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,18,value in Absolute Number,
2025,June,Jammu and Kashmir,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,30,value in Absolute Number,
2025,June,Jammu and Kashmir,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,1,value in Absolute Number,
2025,June,Jammu and Kashmir,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),347,value in Absolute Number,
2025,June,Jammu and Kashmir,All Vahan Running Office,THREE WHEELER(T),PURE EV,280,value in Absolute Number,
2025,June,Jammu and Kashmir,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),20,value in Absolute Number,
2025,June,Jammu and Kashmir,All Vahan Running Office,TWO WHEELER(NT),PURE EV,287,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),4,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,1,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,4,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),10,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,479,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,37,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,41,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),35,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,7,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,4,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),1044,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,THREE WHEELER(T),PURE EV,499,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),87,value in Absolute Number,
2025,June,Jharkhand,All Vahan Running Office,TWO WHEELER(NT),PURE EV,1006,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PETROL/HYBRID,1,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,HEAVY PASSENGER VEHICLE,ELECTRIC(BOV),35,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),33,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,30,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,147,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),237,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1230,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,1121,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,738,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),51,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,42,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,92,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,25,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,THREE WHEELER(NT),PURE EV,1,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),174,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,THREE WHEELER(T),PURE EV,751,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),2605,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,TWO WHEELER(NT),PURE EV,10266,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,TWO WHEELER(T),ELECTRIC(BOV),32,value in Absolute Number,
2025,June,Karnataka,All Vahan Running Office,TWO WHEELER(T),PURE EV,711,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),6,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,18,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,20,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),640,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1323,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,758,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,643,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,55,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,1,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,4,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,THREE WHEELER(NT),ELECTRIC(BOV),2,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,THREE WHEELER(NT),PURE EV,3,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),196,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,THREE WHEELER(T),PURE EV,418,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),1021,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,TWO WHEELER(NT),PURE EV,5396,value in Absolute Number,
2025,June,Kerala,All Vahan Running Office,TWO WHEELER(T),ELECTRIC(BOV),8,value in Absolute Number,
2025,June,Ladakh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,20,value in Absolute Number,
2025,June,Ladakh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,9,value in Absolute Number,
2025,June,Lakshadweep,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2025,June,Lakshadweep,All Vahan Running Office,TWO WHEELER(NT),PURE EV,1,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),14,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,16,value in Absolute Number,
